0,412.810649143495
1,792.2882992339721
2,761.8458335186842
3,749.0333214748952
4,882.4976311128839
5,593.2472146462212
6,1061.0086649728523
7,745.9164995865408
8,1025.9465738141241
9,932.0879566485627
10,746.0215719095609
11,1070.5206640149468
12,885.1698432765245
13,1130.4906875720023
14,695.2804767624879
15,743.5784638107084
16,724.2549675467874
17,865.0574309960292
18,1135.2206855201518
19,1123.6572255791934
20,929.4840462008362
21,527.5250042437963
22,569.5527599084874
23,748.5611796229873
24,729.2213483691855
25,868.6375569968177
26,1243.755905585255
27,571.0577104049333
28,1136.0716832906596
29,538.5674304953817
30,572.6629440355678
31,544.2814567792975
32,1157.338146061287
33,622.5720836307087
34,728.3128147629543
35,161.36604655720777
36,175.3473792235751
37,714.7331970820205
38,686.4289025743428
39,1144.8037544212589
40,1249.8473364247202
41,839.4371318821221
42,562.9193212196386
43,658.0362337885687
44,1211.9884193456248
45,880.8842442106994
46,730.1436897731272
47,170.73361515519548
48,223.1582036425899
49,879.764942090315
50,717.0143582370273
51,497.58894217904526
52,497.3247913466354
53,578.9826949350787
54,1139.2338754911168
55,844.4970641117982
56,1235.9365275560003
57,1256.684018570091
58,170.23277946250812
59,880.9151112015365
60,729.6868001799376
61,1248.7760594776705
62,642.8349942398028
63,522.2055350095405
64,1137.4988343202708
65,819.3020503427339
66,611.459144529256
67,735.5947480272316
68,13555.082580376353
69,171.56795388313395
70,737.2227478859164
71,1236.8649812167787
72,1138.1761181655927
73,1126.1677126745114
74,568.3785031926755
75,622.8151908446195
76,715.4950898080358
77,556.4655124126348
78,758.7562937479238
79,861.581816744877
80,734.4731081725963
81,878.7522886911538
82,171.68060213591485
83,1037.5641747553123
84,654.7839511001755
85,659.2209958558574
86,1041.0796611968353
87,515.0657697559471
88,734.3996384821272
89,692.5185941053915
90,887.6579538392087
91,207.7895593546272
92,224.85562977552127
93,721.0695579006773
94,130.7309439678367
95,1230.684888692037
96,129.02210612877386
97,1033.3484906788538
98,1036.4618001085962
99,665.5058682488424
100,985.1773142830054
101,739.0234562157503
102,524.0858597532048
